41.69884056,-87.67840589
41.7978752,-87.7608678
41.92812929,-87.71838009
41.79664577,-87.76109921
41.69982776,-87.67883811
41.92743783,-87.71866439
41.93097153,-87.71788647
41.70048485,-87.67759293
41.70161176,-87.67567327
41.90304646,-87.66904011
41.90307639,-87.66725174
41.90304646,-87.66904011
41.902878,-87.6658125
41.904456,-87.66808715
41.90365,-87.66515908
41.90478971,-87.66658327
41.90065567,-87.6674672
41.90323203,-87.6653228
41.88220215,-87.64080863
41.9048317,-87.66869188
41.90480841,-87.66869157
41.88139217,-87.64101792
41.88047286,-87.63929621
41.88384029,-87.64051974
41.88168386,-87.6409701
41.88213412,-87.64058698
41.9013503,-87.6673477
41.90104372,-87.66751303
41.88384029,-87.64051974
41.88401729,-87.64051358
41.88253112,-87.63773318
41.8822408,-87.64064021
41.88152949,-87.6368897
41.90072387,-87.66713613
41.88225699,-87.64077906
41.8831396,-87.6412096
41.88384029,-87.64051974
41.88386873,-87.64013588
41.88082685,-87.63940251
41.88236181,-87.63639132
41.88430072,-87.64021354
41.88024176,-87.63882995
41.88134167,-87.63990171
41.902374,-87.667815
41.90354984,-87.66601103
41.88181415,-87.63942554
41.904113,-87.668495
41.881208,-87.637567
41.90283,-87.66666
41.88132192,-87.63938315
41.881467,-87.636647
41.90286615,-87.66921733
41.88279117,-87.63702415
41.902988,-87.666399
41.9030596,-87.66725063
41.88413459,-87.6406389
41.88384,-87.64052
41.881909,-87.639565
41.88118824,-87.6396215
41.880608,-87.637719
41.88176255,-87.63899927
41.88156185,-87.63888486
41.881329,-87.636847
41.88411,-87.64067
41.883463,-87.636905
41.900745,-87.663111
41.883319,-87.640637
41.898999,-87.667719
41.880983,-87.638856
41.88033,-87.63782
41.901294,-87.664519
41.8975,-87.6673
41.69904504,-87.67845087
41.89688852,-87.6650182
41.900965,-87.666467
41.70535144,-87.69916002
41.7995243,-87.7466301
41.90427768,-87.66216735
41.88062457,-87.6415624
41.880077,-87.6395206
41.88253112,-87.63773318
41.88163886,-87.63725936
41.90490366,-87.65903058
